Shape,Result,Number,Time
<http://example.org/lungCancer/shapes/Protocol1>,valid,69,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1108,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,457,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,299,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,503,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,23,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1100,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,842,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,134,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,996,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,854,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1166,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,616,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,566,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1115,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,627,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1006,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,92,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,427,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,370,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,175,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1014,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1044,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,218,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,586,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,740,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1176,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,463,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1061,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,689,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,685,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,violated,2,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,637,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,680,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1172,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,223,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,296,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,576,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,796,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,300,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,165,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,157,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1040,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1120,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,640,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,776,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,310,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,844,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,224,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,303,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,795,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,957,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1121,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,547,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1160,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,667,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,259,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1118,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,556,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,633,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,171,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,19,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,782,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,613,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,407,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,150,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,307,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,629,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1193,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1129,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,411,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1073,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,915,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,179,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,295,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,537,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,966,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,785,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,337,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,violated,7,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,809,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,619,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1045,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1225,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,762,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,819,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,440,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,184,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1217,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,704,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,38,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,120,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1079,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,158,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,334,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,513,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1241,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,204,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,423,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,16,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,26,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1152,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,420,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,65,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,910,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,140,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,810,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,81,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,555,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,343,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,94,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1036,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1200,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,769,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,634,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,248,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,20,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,538,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,727,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,954,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,418,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,997,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1163,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,852,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,713,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,196,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,163,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,329,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,605,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,914,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,348,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1142,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,violated,14,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,292,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,99,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,43,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,949,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,990,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,251,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,573,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,658,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,50,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,563,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,143,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,456,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,213,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1220,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,772,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1224,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,246,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,135,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,77,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,508,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1132,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,987,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,149,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,322,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,468,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1199,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,676,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1145,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,462,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1232,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,violated,9,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,960,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1202,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,469,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,49,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,42,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,862,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1046,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,133,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,364,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,701,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,317,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,464,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,614,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,821,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1205,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,806,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,470,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,678,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1039,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1027,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1067,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1017,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,460,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1175,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,421,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,208,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,602,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,458,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,262,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,247,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,698,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,992,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,539,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,105,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,483,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1004,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,625,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,845,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,145,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,588,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1087,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,316,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1018,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1235,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,783,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1081,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,534,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,598,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1066,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,728,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,912,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,441,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,335,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1117,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,471,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,395,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,683,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,205,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,254,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,339,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,180,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,231,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,840,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,222,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,261,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,410,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,112,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,161,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,27,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,829,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1186,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,569,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,33,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,377,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1116,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,212,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,354,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1060,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,920,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,763,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,242,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,661,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,21,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,778,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,865,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,243,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1183,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,128,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,745,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,114,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,34,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,583,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,687,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,75,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,59,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,394,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,101,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1038,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,793,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,860,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,871,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,984,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,999,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,385,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1208,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,272,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,843,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,409,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,944,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,174,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,788,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,722,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1093,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,955,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,473,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1094,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1042,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,869,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,326,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,974,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,454,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,404,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,781,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,626,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,736,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,220,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,639,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,219,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,801,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1074,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,283,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1218,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,1230,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,737,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,294,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1065,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,240,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,855,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,965,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,859,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,967,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,814,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,360,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,882,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,773,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1189,8.113603115081787
